1681403187, 60
1681403188, 173
1681403189, 17
1681403190, 41
1681403191, 18
1681403192, 16
1681403193, 22
1681403194, 44
1681403195, 18
1681403196, 18
1681403197, 350
1681403198, 1058
1681403199, 4471
1681403200, 1246
1681403201, 1032
1681403202, 207
1681403203, 142
1681403204, 38
1681403205, 10
1681403206, 679
1681403207, 345
1681403208, 1782
1681403209, 1289
1681403210, 1798
1681403211, 2024
1681403212, 1791
1681403213, 269
1681403214, 573
1681403215, 864
1681403216, 269
1681403217, 90
1681403218, 15
1681403219, 15
1681403220, 26
1681403221, 401
1681403222, 424
1681403223, 612
1681403224, 1325
1681403225, 1302
1681403226, 1523
1681403228, 1417
1681403229, 1623
1681403230, 1548
1681403231, 1458
1681403232, 1572
1681403233, 1531
1681403234, 1440
1681403235, 1479
1681403236, 1546
1681403237, 1422
1681403238, 1514
1681403239, 2623
1681403240, 843
1681403241, 2601
1681403242, 736
1681403243, 937
1681403244, 830
1681403245, 623
1681403246, 598
1681403247, 834
1681403248, 816
1681403249, 857
1681403250, 681
1681403251, 736
1681403252, 674
1681403253, 1090
1681403254, 1097
1681403255, 1154
1681403256, 1120
1681403257, 1643
1681403258, 2696
1681403259, 1454
1681403260, 985
1681403261, 4501
1681403262, 3369
1681403263, 2046
1681403264, 519
1681403265, 617
1681403266, 77
1681403267, 116
1681403268, 807
1681403269, 486
1681403270, 953
1681403271, 784
1681403272, 2277
1681403273, 658
1681403274, 965
1681403275, 1045
1681403276, 664
1681403277, 838
1681403278, 190
1681403280, 35
1681403281, 971
1681403282, 2847
1681403283, 2469
1681403284, 2823
1681403285, 2525
1681403286, 2713
1681403287, 3014
1681403288, 2664
1681403289, 2744
1681403290, 2802
1681403291, 2457
1681403292, 2706
1681403293, 2406
1681403294, 2392
1681403295, 2812
1681403296, 2511
1681403297, 2428
1681403298, 2622
1681403299, 2764
1681403300, 2446
1681403301, 2502
1681403302, 2753
1681403303, 2571
1681403304, 2366
1681403305, 2628
1681403306, 2560
1681403307, 1579
1681403308, 43
1681403309, 293
1681403310, 1360
1681403311, 589
1681403312, 800
1681403313, 4211
1681403314, 2162
1681403315, 2829
1681403316, 1111
1681403317, 876
1681403318, 474
1681403319, 181
1681403320, 740
1681403321, 4837
1681403322, 2697
1681403323, 1310
1681403324, 295
1681403325, 694
1681403326, 213
1681403327, 374
1681403328, 407
1681403329, 310
1681403330, 481
1681403331, 308
1681403332, 381
1681403333, 446
1681403334, 224
1681403336, 594
1681403337, 245
1681403338, 446
1681403339, 445
1681403340, 268
1681403341, 237
1681403342, 366
1681403343, 395
1681403344, 259
1681403345, 492
1681403346, 293
1681403347, 220
1681403348, 428
1681403349, 403
1681403350, 294
1681403351, 320
1681403352, 311
1681403353, 405
1681403354, 276
1681403355, 240
1681403356, 429
1681403357, 489
1681403358, 232
1681403359, 514
1681403360, 256
1681403361, 364
1681403362, 206
1681403363, 407
1681403364, 231
1681403365, 432
1681403366, 221
1681403367, 383
1681403368, 228
1681403369, 385
1681403370, 322
1681403371, 391
1681403372, 197
1681403373, 445
1681403374, 295
1681403375, 389
1681403376, 206
1681403377, 331
1681403378, 364
1681403379, 332
1681403380, 383
1681403381, 1054
1681403382, 2426
1681403383, 2637
1681403384, 1328
1681403385, 363
1681403387, 415
1681403388, 222
1681403389, 323
1681403390, 373
1681403391, 412
1681403392, 203
1681403393, 407
1681403394, 213
1681403395, 301
1681403396, 310
1681403397, 869
1681403398, 411
1681403399, 227
1681403400, 495
1681403401, 227
1681403402, 412
1681403403, 397
1681403404, 308
1681403405, 436
1681403406, 212
1681403407, 419
1681403408, 320
1681403409, 329
1681403410, 297
1681403411, 239
1681403412, 375
1681403413, 388
1681403414, 203
1681403415, 239
1681403416, 375
1681403417, 395
1681403418, 220
1681403419, 371
1681403420, 224
1681403421, 429
1681403422, 201
1681403423, 201
1681403424, 364
1681403425, 277
1681403426, 410
1681403427, 391
1681403428, 214
1681403429, 375
1681403430, 236
1681403431, 437
1681403432, 262
1681403433, 459
1681403434, 316
1681403435, 375
1681403437, 372
1681403438, 308
1681403439, 278
1681403440, 394
1681403441, 236
1681403442, 371
1681403443, 368
1681403444, 267
1681403445, 617
1681403446, 199
1681403447, 363
1681403448, 227
1681403449, 597
1681403450, 250
1681403451, 286
1681403452, 309
1681403453, 367
1681403454, 271
1681403455, 426
1681403456, 178
1681403457, 608
1681403458, 213
1681403459, 385
1681403460, 258
1681403461, 355
1681403462, 211
1681403463, 239
1681403464, 402
1681403465, 219
1681403466, 422
1681403467, 950
1681403468, 253
1681403469, 392
1681403470, 233
1681403471, 458
1681403472, 219
1681403473, 402
1681403474, 245
1681403475, 360
1681403476, 198
1681403477, 195
1681403478, 444
1681403479, 375
1681403480, 236
1681403481, 359
1681403482, 237
1681403483, 390
1681403484, 476
1681403485, 198
1681403487, 266
1681403488, 303
1681403489, 235
1681403490, 316
1681403491, 316
1681403492, 385
1681403493, 209
1681403494, 408
1681403495, 300
1681403496, 198
1681403497, 362
1681403498, 259
1681403499, 201
1681403500, 459
1681403501, 386
1681403502, 221
1681403503, 390
1681403504, 210
1681403505, 376
1681403506, 347
1681403507, 225
1681403508, 369
1681403509, 320
1681403510, 303
1681403511, 278
1681403512, 220
1681403513, 522
1681403514, 219
1681403515, 400
1681403516, 363
1681403517, 251
1681403518, 522
1681403519, 209
1681403520, 403
1681403521, 193
1681403522, 365
1681403523, 252
1681403524, 229
1681403525, 395
1681403526, 384
1681403527, 238
1681403528, 399
1681403529, 209
1681403530, 383
1681403531, 203
1681403532, 418
1681403533, 264
1681403534, 221
1681403535, 372
1681403537, 1159
1681403538, 2606
1681403539, 2849
1681403540, 2646
1681403541, 2790
1681403542, 1920
1681403543, 223
1681403544, 271
1681403545, 286
1681403546, 226
1681403547, 385
1681403548, 200
1681403549, 367
1681403550, 397
1681403551, 203
1681403552, 296
1681403553, 355
1681403554, 294
1681403555, 359
1681403556, 295
1681403557, 396
1681403558, 203
1681403559, 392
1681403560, 512
1681403561, 209
1681403562, 401
1681403563, 272
1681403564, 364
1681403565, 388
1681403566, 262
1681403567, 322
1681403568, 374
1681403569, 365
1681403570, 208
1681403571, 340
1681403572, 372
1681403573, 327
1681403574, 365
1681403575, 317
1681403576, 187
1681403577, 644
1681403578, 373
1681403579, 283
1681403580, 435
1681403581, 203
1681403582, 378
1681403583, 284
1681403584, 439
1681403585, 406
1681403587, 236
1681403588, 187
1681403589, 188
1681403590, 374
1681403591, 383
1681403592, 197
1681403593, 411
1681403594, 183
1681403595, 447
1681403596, 211
1681403597, 349
1681403598, 393
1681403599, 354
1681403600, 254
1681403601, 389
1681403602, 220
1681403603, 375
1681403604, 192
1681403605, 471
1681403606, 194
1681403607, 412
1681403608, 210
1681403609, 383
1681403610, 377
1681403611, 204
1681403612, 367
1681403613, 246
1681403614, 351
1681403615, 249
1681403616, 331
1681403617, 281
1681403618, 192
1681403619, 375
1681403620, 451
1681403621, 335
1681403622, 386
1681403623, 234
1681403624, 401
1681403625, 406
1681403626, 438
1681403627, 350
1681403628, 512
1681403629, 198
1681403630, 225
1681403631, 498
1681403632, 217
1681403633, 374
1681403634, 372
1681403635, 340
1681403637, 402
1681403638, 324
1681403639, 369
1681403640, 228
1681403641, 302
1681403642, 336
1681403643, 399
1681403644, 255
1681403645, 512
1681403646, 402
1681403647, 281
1681403648, 336
1681403649, 373
1681403650, 307
1681403651, 305
1681403652, 201
1681403653, 399
1681403654, 180
1681403655, 380
1681403656, 197
1681403657, 386
1681403658, 199
1681403659, 350
1681403660, 401
1681403661, 207
1681403662, 581
1681403663, 277
1681403664, 187
1681403665, 196
1681403666, 199
1681403667, 184
1681403668, 178
1681403669, 171
1681403670, 169
1681403671, 201
1681403672, 171
1681403673, 225
1681403674, 179
1681403675, 183
1681403676, 181
1681403677, 153
1681403678, 151
1681403679, 158
1681403680, 182
1681403681, 1884
1681403682, 5296
1681403683, 3823
1681403684, 986
1681403686, 266
1681403687, 325
1681403688, 433
1681403689, 88
1681403690, 393
1681403691, 592
1681403692, 498
1681403693, 1995
1681403694, 1620
1681403695, 1980
1681403696, 3581
1681403697, 460
1681403698, 778
1681403699, 733
1681403700, 1152
1681403701, 1932
1681403702, 1231
1681403703, 531
1681403704, 950
1681403705, 3779
1681403706, 2853
1681403707, 1874
1681403708, 1534
1681403709, 1344
1681403710, 1301
1681403711, 1491
1681403712, 972
1681403713, 1185
1681403714, 1025
1681403715, 888
1681403716, 1018
1681403717, 1118
1681403718, 1018
1681403719, 1507
1681403720, 779
1681403721, 546
1681403722, 555
1681403723, 937
1681403724, 1791
1681403725, 998
1681403726, 1241
1681403727, 3155
1681403728, 2690
1681403729, 2676
1681403730, 1116
1681403731, 1088
1681403732, 1431
1681403733, 1100
1681403734, 1595
1681403735, 1330
1681403737, 1050
1681403738, 1136
1681403739, 1477
1681403740, 1155
1681403741, 962
1681403742, 1301
1681403743, 1211
1681403744, 1357
1681403745, 1278
1681403746, 1353
1681403747, 989
1681403748, 1346
1681403749, 1267
1681403750, 1330
1681403751, 1361
1681403752, 1500
1681403753, 1233
1681403754, 1039
1681403755, 1166
1681403756, 1028
1681403757, 1349
1681403758, 1308
1681403759, 1056
1681403760, 1153
1681403761, 1096
1681403762, 1269
1681403763, 1260
1681403764, 1265
1681403765, 1170
1681403766, 1428
1681403767, 1606
1681403768, 1167
1681403769, 1296
1681403770, 987
1681403771, 982
1681403772, 1019
1681403773, 934
1681403774, 915
1681403775, 669
1681403776, 737
1681403777, 1919
1681403778, 1589
1681403779, 4069
1681403780, 1407
1681403781, 1478
1681403782, 3687
1681403783, 3222
1681403784, 939
1681403785, 894
1681403786, 763
1681403788, 673
1681403789, 1576
1681403790, 2293
1681403791, 3023
1681403792, 2713
1681403793, 722
1681403794, 5231
1681403795, 1205
1681403796, 608
1681403797, 754
1681403798, 795
1681403799, 1476
1681403800, 1298
1681403801, 1628
1681403802, 1133
1681403803, 899
1681403804, 909
1681403805, 842
1681403806, 4620
1681403807, 1685
1681403808, 906
1681403809, 1015
1681403810, 1637
1681403811, 1151
1681403812, 1078
1681403813, 1023
1681403814, 1078
1681403815, 936
1681403816, 1195
1681403817, 1974
1681403818, 2669
1681403819, 1529
1681403820, 1796
1681403821, 2166
1681403822, 1409
1681403823, 1459
1681403824, 1331
1681403825, 1133
1681403826, 1431
1681403827, 1905
1681403828, 1875
1681403829, 1468
1681403830, 1098
1681403831, 937
1681403832, 739
1681403833, 727
1681403834, 894
1681403835, 737
1681403836, 1425
1681403837, 873
1681403838, 645
1681403840, 992
1681403841, 1220
1681403842, 932
1681403843, 1277
1681403844, 704
1681403845, 715
1681403846, 1579
1681403847, 1123
1681403848, 1326
1681403849, 822
1681403850, 1276
1681403851, 961
1681403852, 1263
1681403853, 645
1681403854, 894
1681403855, 1510
1681403856, 654
1681403857, 732
1681403858, 1446
1681403859, 673
1681403860, 1498
1681403861, 567
1681403862, 772
1681403863, 616
1681403864, 796
1681403865, 587
1681403866, 733
1681403867, 1276
1681403868, 633
1681403869, 775
1681403870, 1287
1681403871, 764
1681403872, 1133
1681403873, 842
1681403874, 703
1681403875, 1527
1681403876, 637
1681403877, 751
1681403878, 1273
1681403879, 1149
1681403880, 1359
1681403881, 996
1681403882, 1168
1681403883, 1173
1681403884, 1224
1681403885, 1242
1681403886, 952
1681403887, 1303
1681403889, 753
1681403890, 696
1681403891, 875
1681403892, 685
1681403893, 1705
1681403894, 2346
1681403895, 1987
1681403896, 849
1681403897, 645
1681403898, 1061
1681403899, 770
1681403900, 906
1681403901, 601
1681403902, 612
1681403903, 755
1681403904, 1102
1681403905, 4102
1681403906, 4947
1681403907, 2901
1681403908, 3574
1681403909, 3034
1681403910, 1980
1681403911, 1323
1681403912, 2687
1681403913, 1444
1681403914, 747
1681403915, 1588
1681403916, 1118
1681403917, 4610
1681403918, 4683
1681403919, 1237
1681403920, 893
1681403921, 746
1681403922, 3743
1681403923, 6123
1681403924, 6689
1681403925, 8152
1681403926, 5794
1681403927, 6255
1681403928, 5780
1681403929, 5854
1681403930, 4760
1681403931, 3047
1681403932, 3914
1681403933, 4812
1681403934, 3515
1681403935, 4968
1681403936, 4352
1681403937, 4207
1681403938, 3927
1681403939, 3839
1681403940, 5335
1681403941, 5007
1681403942, 6834
1681403944, 5648
1681403945, 5305
1681403946, 5339
1681403947, 5285
1681403948, 4680
1681403949, 6359
1681403950, 5506
1681403951, 6689
1681403952, 5840
1681403953, 8509
1681403954, 8900
1681403955, 8611
1681403956, 8157
1681403957, 7982
1681403958, 8810
1681403959, 8531
1681403960, 6022
1681403961, 8322
1681403962, 5939
1681403963, 8140
1681403964, 8606
1681403965, 7859
1681403966, 8162
1681403967, 8539
1681403968, 8678
1681403969, 7462
1681403970, 8747
1681403971, 6295
1681403972, 7276
1681403973, 6200
1681403974, 5599
1681403975, 2065
1681403976, 1546
1681403977, 4846
1681403978, 5969
1681403979, 3311
1681403980, 1058
1681403981, 708
1681403982, 1097
1681403983, 1358
1681403984, 1421
1681403985, 1106
1681403986, 3816
1681403987, 4570
1681403988, 3895
1681403989, 3250
1681403990, 2331
1681403991, 2472
1681403992, 2157
1681403993, 2477
1681403994, 2442
1681403995, 2439
1681403996, 2176
1681403997, 2222
1681403998, 2577
1681403999, 2299
1681404000, 2091
1681404002, 2670
1681404003, 1587
1681404004, 1506
1681404005, 1474
1681404006, 1544
1681404007, 1389
1681404008, 1707
1681404009, 3426
1681404010, 1713
1681404011, 2811
1681404012, 6558
1681404013, 4618
1681404014, 2874
1681404015, 2368
1681404016, 2813
1681404017, 3273
1681404018, 1365
1681404019, 2607
1681404020, 5975
1681404021, 5346
1681404022, 4537
1681404023, 5260
1681404024, 4632
1681404025, 5530
1681404026, 4603
1681404027, 4829
1681404028, 4913
1681404029, 6365
1681404030, 5001
1681404031, 3896
1681404032, 3922
1681404033, 2122
1681404034, 2528
1681404035, 3639
1681404036, 2947
1681404037, 3290
1681404038, 3911
1681404039, 5212
1681404040, 5250
1681404041, 4704
1681404042, 6770
1681404043, 3837
1681404044, 3557
1681404045, 4053
1681404046, 4045
1681404047, 4523
1681404048, 4405
1681404049, 5172
1681404050, 4854
1681404051, 5042
1681404052, 5973
1681404053, 4096
1681404054, 5828
1681404055, 5594
1681404056, 5853
1681404057, 5302
1681404059, 3086
1681404060, 4527
1681404061, 2626
1681404062, 1577
1681404063, 3538
1681404064, 2492
1681404065, 2118
1681404066, 1514
1681404067, 1683
1681404068, 1252
1681404069, 1291
1681404070, 1631
1681404071, 3270
1681404072, 1894
1681404073, 5774
1681404074, 7890
1681404075, 5270
1681404076, 5296
1681404077, 4466
1681404078, 1528
1681404079, 1043
1681404080, 1378
1681404081, 1772
1681404082, 1387
1681404083, 2229
1681404084, 4904
1681404085, 2840
1681404086, 1169
1681404087, 1605
1681404088, 5615
1681404089, 3797
1681404090, 1988
1681404091, 1837
1681404092, 3994
1681404093, 3841
1681404094, 3488
1681404095, 2865
1681404096, 1633
1681404097, 3508
1681404098, 1228
1681404099, 4219
1681404100, 1999
1681404101, 3523
1681404102, 1505
1681404103, 3280
1681404104, 3518
1681404105, 885
1681404106, 2090
1681404107, 4034
1681404108, 2496
1681404109, 1045
1681404110, 3204
1681404111, 1687
1681404113, 2324
1681404114, 3912
1681404115, 3678
1681404116, 2588
1681404117, 2063
1681404118, 645
1681404119, 60
1681404120, 171
1681404121, 2926
1681404122, 1998
1681404123, 2324
1681404124, 2166
1681404125, 1912
1681404126, 249
1681404127, 1986
1681404128, 1971
1681404129, 1004
1681404130, 998
1681404131, 87
1681404132, 988
1681404133, 643
1681404134, 736
1681404135, 2708
1681404136, 2142
1681404137, 3453
1681404138, 3608
1681404139, 4440
1681404140, 4857
1681404141, 2209
1681404142, 1310
1681404143, 2556
1681404144, 3263
1681404145, 1803
1681404146, 1897
1681404147, 2677
1681404148, 869
1681404149, 3469
1681404150, 2367
1681404151, 3579
1681404152, 2055
1681404153, 1025
1681404154, 675
1681404155, 230
1681404156, 661
1681404157, 466
1681404158, 301
1681404159, 56
1681404160, 1479
1681404161, 462
1681404162, 3886
1681404163, 603
1681404164, 1469
1681404165, 2563
1681404166, 2670
1681404167, 1616
1681404169, 2108
1681404170, 186
1681404171, 678
1681404172, 368
1681404173, 1374
1681404174, 276
1681404175, 2037
1681404176, 1711
1681404177, 301
1681404178, 230
1681404179, 584
1681404180, 57
1681404181, 180
1681404182, 305
1681404183, 2703
1681404184, 985
1681404185, 295
1681404186, 471
1681404187, 1006
1681404188, 286
1681404189, 738
1681404190, 519
1681404191, 892
1681404192, 992
1681404193, 841
1681404194, 592
1681404195, 1782
1681404196, 1997
1681404197, 947
1681404198, 244
1681404199, 1603
1681404200, 279
1681404201, 381
1681404202, 1349
1681404203, 1342
1681404204, 1032
1681404205, 1232
1681404206, 1285
1681404207, 1183
1681404208, 1094
1681404209, 816
1681404210, 1440
1681404211, 176
1681404212, 1345
1681404213, 1909
1681404214, 2942
1681404215, 2098
1681404216, 1282
1681404217, 1781
1681404218, 386
1681404219, 841
1681404220, 1464
1681404222, 2620
1681404223, 1227
1681404224, 1488
1681404225, 967
1681404226, 1028
1681404227, 1155
1681404228, 1047
1681404229, 891
1681404230, 579
1681404231, 841
1681404232, 54
1681404233, 141
1681404234, 267
